,label
10656,5.703782474656202
15553,4.787491742782046
7740,4.499809670330264
16536,3.4011973816621555
4979,3.4011973816621555
2178,2.9957322735539913
9948,5.48063892334199
14951,4.248495242049359
14178,3.912023005428147
7862,3.912023005428147
14825,4.382026634673881
10066,3.912023005428147
15042,4.0943445622220995
16359,3.912023005428147
10416,4.0943445622220995
7183,2.9957322735539913
15237,3.912023005428147
13713,4.0943445622220995
20,4.787491742782046
6629,4.382026634673881
2033,5.9401712527204324
1876,4.248495242049359
3082,3.688879454113936
16567,5.010635294096256
6461,5.521460917862246
7897,4.382026634673881
8597,5.886104031450156
3303,4.700480365792417
505,3.688879454113936
8147,2.9957322735539913
5006,5.3471075307174685
2189,4.248495242049359
11476,4.382026634673881
7796,4.248495242049359
3718,4.382026634673881
1741,4.499809670330264
696,4.499809670330264
1979,4.0943445622220995
15247,3.4011973816621555
13307,3.912023005428147
8642,3.688879454113936
14535,3.912023005428147
6165,3.912023005428147
12365,4.700480365792417
2267,3.688879454113936
1485,3.688879454113936
15784,4.382026634673881
5582,5.857933154483459
12188,5.634789603169249
5354,4.605170185988092
15917,3.912023005428147
15310,3.912023005428147
11566,3.912023005428147
4509,4.0943445622220995
13859,3.912023005428147
13237,4.248495242049359
10882,4.0943445622220995
5168,4.248495242049359
16182,4.0943445622220995
8445,4.382026634673881
15058,3.4011973816621555
12510,4.0943445622220995
13448,3.912023005428147
16493,4.248495242049359
15392,4.248495242049359
5716,3.688879454113936
15309,3.912023005428147
7337,4.382026634673881
5331,4.248495242049359
9329,3.912023005428147
2092,3.912023005428147
9487,3.912023005428147
1694,5.135798437050261
8667,4.499809670330264
10906,4.700480365792417
8583,3.688879454113936
15075,4.0943445622220995
10684,4.700480365792417
12578,3.688879454113936
6035,3.912023005428147
2499,3.688879454113936
11987,3.912023005428147
12975,4.787491742782046
7399,3.4011973816621555
13189,4.248495242049359
16241,3.912023005428147
10656,5.703782474656202
11992,4.0943445622220995
15548,5.48063892334199
3572,4.382026634673881
8337,4.605170185988092
14118,5.5606816310155285
10921,4.0943445622220995
6602,4.0943445622220995
5785,4.499809670330264
2288,3.4011973816621555
13360,3.912023005428147
690,4.0943445622220995
6078,4.248495242049359
13654,4.248495242049359
1527,3.912023005428147
14089,4.0943445622220995
4720,5.736572297479192
5171,3.4011973816621555
4420,4.248495242049359
11534,4.787491742782046
7871,2.9957322735539913
3605,4.499809670330264
14510,4.0943445622220995
3452,4.499809670330264
10072,3.912023005428147
15568,4.499809670330264
12206,5.966146739123692
12854,3.912023005428147
15311,3.912023005428147
15868,4.248495242049359
16527,4.499809670330264
11673,3.912023005428147
11988,4.0943445622220995
3002,5.966146739123692
7125,2.9957322735539913
6045,3.688879454113936
1580,3.4011973816621555
11301,3.912023005428147
14811,4.605170185988092
7500,4.382026634673881
4472,5.966146739123692
4823,3.912023005428147
8615,4.0943445622220995
3115,5.768320995793773
5580,5.634789603169249
4978,3.912023005428147
8998,3.688879454113936
9819,4.605170185988092
11517,4.382026634673881
10657,5.634789603169249
12984,4.499809670330264
7753,4.248495242049359
5428,5.5606816310155285
601,4.941642422609304
4635,4.382026634673881
10578,3.912023005428147
4064,4.0943445622220995
8020,4.0943445622220995
8734,3.912023005428147
15207,4.0943445622220995
1088,3.912023005428147
13955,4.248495242049359
13395,4.941642422609304
1200,3.4011973816621555
16701,4.0943445622220995
2502,3.688879454113936
15766,3.912023005428147
7802,4.248495242049359
11754,4.0943445622220995
7519,3.912023005428147
2953,3.912023005428147
15092,4.248495242049359
14028,4.0943445622220995
4946,4.0943445622220995
12650,4.867534450455582
16489,2.9957322735539913
5278,3.912023005428147
8121,3.688879454113936
4433,4.605170185988092
13058,3.912023005428147
10333,4.0943445622220995
11428,3.912023005428147
12909,3.912023005428147
15662,4.0943445622220995
6472,4.382026634673881
6684,3.688879454113936
13954,4.605170185988092
1763,3.912023005428147
6541,2.9957322735539913
13737,3.912023005428147
6884,3.912023005428147
5138,5.4380793089231965
4321,4.382026634673881
7078,4.605170185988092
2547,3.4011973816621555
1582,3.688879454113936
7528,3.688879454113936
14553,5.010635294096256
2559,2.9957322735539913
4890,4.787491742782046
7061,5.634789603169249
12159,4.0943445622220995
6108,3.912023005428147
3621,4.605170185988092
13549,4.787491742782046
2566,3.688879454113936
10336,4.605170185988092
3726,3.912023005428147
4439,4.700480365792417
12195,4.382026634673881
11967,4.499809670330264
379,4.382026634673881
2592,4.248495242049359
6833,3.4011973816621555
11238,4.605170185988092
6010,3.912023005428147
6272,3.4011973816621555
9892,5.913503005638269
7058,4.0943445622220995
15004,4.382026634673881
9714,3.688879454113936
4830,4.0943445622220995
11641,3.912023005428147
818,6.1527326947041034
10983,3.912023005428147
1693,4.867534450455582
9099,4.605170185988092
5565,3.912023005428147
11806,4.248495242049359
944,3.688879454113936
13719,4.0943445622220995
732,6.620073206530356
2791,3.912023005428147
4753,4.499809670330264
8609,3.912023005428147
12810,6.016157159698354
7196,3.912023005428147
14313,3.912023005428147
16209,3.912023005428147
42,3.688879454113936
312,4.700480365792417
6734,4.700480365792417
8186,4.382026634673881
373,5.886104031450156
721,5.010635294096256
16266,4.0943445622220995
7880,3.912023005428147
5936,4.0943445622220995
6645,4.382026634673881
15123,6.0867747269123065
5516,3.912023005428147
8345,4.867534450455582
11024,3.688879454113936
5380,3.912023005428147
4056,4.605170185988092
9078,5.736572297479192
4763,6.214608098422191
2994,5.828945617610208
2884,5.247024072160486
9859,4.0943445622220995
1722,4.0943445622220995
13442,4.0943445622220995
1888,6.016157159698354
12644,4.867534450455582
16202,3.4011973816621555
2962,3.912023005428147
1182,4.787491742782046
8336,4.248495242049359
1887,5.857933154483459
13920,4.499809670330264
15787,5.703782474656202
3820,3.4011973816621555
10527,4.605170185988092
9516,4.499809670330264
15294,3.688879454113936
15893,3.912023005428147
8013,5.799092654460527
15905,3.688879454113936
2599,4.382026634673881
10962,4.382026634673881
16230,3.912023005428147
3110,3.912023005428147
12410,3.912023005428147
15870,4.0943445622220995
3845,3.912023005428147
5626,4.499809670330264
10459,3.688879454113936
6645,4.382026634673881
4293,4.248495242049359
6151,5.393627546352363
8526,4.382026634673881
7713,3.688879454113936
15437,4.248495242049359
9131,3.912023005428147
174,3.688879454113936
3843,3.688879454113936
5059,5.66988092298052
4918,5.66988092298052
11617,4.700480365792417
1983,3.688879454113936
9443,4.0943445622220995
9808,4.700480365792417
3356,3.912023005428147
8869,3.688879454113936
1472,3.912023005428147
5541,3.912023005428147
402,5.66988092298052
6478,4.382026634673881
5479,4.499809670330264
12192,4.700480365792417
7901,4.382026634673881
10397,4.382026634673881
5624,5.1929568508902095
5159,5.135798437050261
11036,4.0943445622220995
13671,4.382026634673881
14682,6.345636360828596
5516,3.912023005428147
11409,4.248495242049359
71,4.0943445622220995
9819,4.605170185988092
9095,4.499809670330264
3452,4.499809670330264
11168,3.688879454113936
13004,3.688879454113936
12467,4.787491742782046
10782,4.382026634673881
3478,4.605170185988092
7884,4.382026634673881
11380,4.499809670330264
1389,3.688879454113936
5405,3.4011973816621555
12306,3.912023005428147
52,3.688879454113936
12410,3.912023005428147
3615,4.605170185988092
8930,4.248495242049359
14045,4.0943445622220995
10987,4.248495242049359
15119,4.499809670330264
9904,5.886104031450156
9030,6.606650186198214
4440,4.499809670330264
1018,6.23441072571837
9665,4.700480365792417
271,4.0943445622220995
10070,3.912023005428147
11926,4.248495242049359
1133,2.9957322735539913
4780,4.382026634673881
14609,4.248495242049359
2923,3.912023005428147
3425,3.912023005428147
9159,4.700480365792417
10740,4.0943445622220995
8206,3.912023005428147
15386,5.010635294096256
16304,4.0943445622220995
9238,4.787491742782046
6677,3.688879454113936
11915,4.0943445622220995
12665,5.703782474656202
13132,4.248495242049359
7360,4.787491742782046
13401,5.3471075307174685
12840,4.382026634673881
775,4.0943445622220995
12534,3.688879454113936
13882,3.688879454113936
8455,4.499809670330264
2180,3.912023005428147
15749,3.4011973816621555
15207,4.0943445622220995
11442,3.912023005428147
10669,6.0867747269123065
114,4.0943445622220995
8924,4.248495242049359
8857,3.688879454113936
5121,3.912023005428147
8461,4.382026634673881
8603,3.4011973816621555
13268,5.736572297479192
7937,5.48063892334199
245,4.700480365792417
10534,4.499809670330264
6172,3.688879454113936
14027,3.912023005428147
15539,4.0943445622220995
4162,4.867534450455582
16195,3.912023005428147
12106,5.247024072160486
15109,4.248495242049359
9582,3.912023005428147
13739,3.912023005428147
2412,3.4011973816621555
6288,4.248495242049359
381,5.135798437050261
15200,4.605170185988092
10233,4.700480365792417
7486,5.4380793089231965
12157,4.0943445622220995
9881,4.0943445622220995
4456,4.700480365792417
14369,3.4011973816621555
4742,4.382026634673881
15667,5.48063892334199
13563,4.0943445622220995
12429,4.0943445622220995
11037,4.248495242049359
61,2.9957322735539913
7264,3.688879454113936
9786,4.499809670330264
5074,3.912023005428147
4840,4.0943445622220995
10336,4.605170185988092
7089,3.912023005428147
3580,3.688879454113936
8531,3.912023005428147
6953,3.912023005428147
14612,4.248495242049359
504,3.912023005428147
7208,6.345636360828596
10104,4.941642422609304
11374,3.912023005428147
15352,4.248495242049359
11766,3.912023005428147
12553,4.700480365792417
10624,6.396929655216146
1531,3.688879454113936
11338,4.700480365792417
15606,3.912023005428147
13478,4.382026634673881
11819,3.912023005428147
3175,4.605170185988092
1449,5.298317366548036
14535,3.912023005428147
16453,3.912023005428147
14359,3.912023005428147
14038,4.0943445622220995
2154,3.912023005428147
8223,4.867534450455582
15191,3.912023005428147
14914,3.912023005428147
1492,3.912023005428147
15232,3.912023005428147
6942,4.248495242049359
8142,3.912023005428147
8313,3.912023005428147
6006,3.688879454113936
11057,5.598421958998375
8650,4.605170185988092
13163,4.0943445622220995
12974,4.787491742782046
8865,3.912023005428147
7748,4.382026634673881
2599,4.382026634673881
13216,3.688879454113936
10081,3.912023005428147
7047,6.413458957167357
15294,3.688879454113936
16461,3.688879454113936
7229,4.787491742782046
4644,3.912023005428147
2485,3.688879454113936
6994,4.382026634673881
3596,3.912023005428147
1769,4.382026634673881
9708,4.0943445622220995
6825,4.0943445622220995
1591,2.9957322735539913
14903,4.248495242049359
13967,4.605170185988092
3548,3.912023005428147
11560,3.912023005428147
4529,3.912023005428147
16562,4.0943445622220995
3744,5.48063892334199
6362,4.700480365792417
4372,3.912023005428147
5428,5.5606816310155285
5940,4.0943445622220995
11027,4.0943445622220995
6110,4.248495242049359
3114,4.248495242049359
5935,4.0943445622220995
12181,4.787491742782046
8289,3.912023005428147
5158,4.382026634673881
18,4.382026634673881
1997,3.688879454113936
472,3.688879454113936
10732,3.688879454113936
7642,4.499809670330264
1319,5.991464547107983
5986,3.912023005428147
3199,4.499809670330264
4064,4.0943445622220995
164,3.912023005428147
4450,4.499809670330264
16511,5.48063892334199
12275,4.0943445622220995
4334,4.787491742782046
6814,4.0943445622220995
3184,5.247024072160486
3122,4.0943445622220995
14002,4.0943445622220995
2859,4.867534450455582
4470,5.857933154483459
11858,4.0943445622220995
10975,4.499809670330264
13767,4.787491742782046
4861,5.991464547107983
12693,4.787491742782046
11401,4.248495242049359
6532,3.912023005428147
6221,4.499809670330264
10391,4.700480365792417
10335,4.499809670330264
14973,4.382026634673881
3487,4.248495242049359
9857,3.912023005428147
16468,4.0943445622220995
6094,4.248495242049359
5353,4.605170185988092
12313,3.912023005428147
5587,6.413458957167357
8603,3.4011973816621555
14940,4.499809670330264
10167,3.688879454113936
5452,3.912023005428147
13486,4.499809670330264
3083,3.912023005428147
2199,5.913503005638269
13656,4.248495242049359
6361,4.787491742782046
15570,4.499809670330264
11054,5.3471075307174685
13845,4.499809670330264
6067,4.941642422609304
8309,4.248495242049359
11149,4.0943445622220995
14006,4.0943445622220995
15246,3.688879454113936
12217,6.413458957167357
2493,2.9957322735539913
328,3.688879454113936
9494,4.382026634673881
10242,4.941642422609304
6358,5.0751738152338275
6401,3.4011973816621555
12743,4.248495242049359
10096,4.941642422609304
3799,3.912023005428147
9022,6.016157159698354
6659,3.688879454113936
14901,4.248495242049359
4042,5.9401712527204324
10082,3.912023005428147
15349,4.0943445622220995
5963,4.0943445622220995
15035,3.688879454113936
4418,4.0943445622220995
13130,4.382026634673881
11525,4.700480365792417
10763,4.941642422609304
4483,4.787491742782046
7297,3.688879454113936
11323,4.700480365792417
721,5.010635294096256
5158,4.382026634673881
8518,4.941642422609304
9033,5.634789603169249
11348,4.248495242049359
7199,3.4011973816621555
2522,2.9957322735539913
10247,4.941642422609304
11090,4.941642422609304
5295,4.0943445622220995
449,4.499809670330264
9268,4.0943445622220995
6853,3.912023005428147
10585,3.688879454113936
1003,3.912023005428147
10001,4.248495242049359
14085,3.912023005428147
4333,4.605170185988092
14543,4.382026634673881
3217,4.248495242049359
14766,4.0943445622220995
11281,4.0943445622220995
13831,4.700480365792417
12148,4.0943445622220995
8235,4.605170185988092
12343,4.0943445622220995
11525,4.700480365792417
15666,5.598421958998375
10431,3.912023005428147
11956,4.499809670330264
14242,3.912023005428147
5346,4.248495242049359
2003,4.0943445622220995
8013,5.799092654460527
15833,5.247024072160486
9476,4.0943445622220995
14123,4.867534450455582
14156,4.0943445622220995
5536,3.4011973816621555
7859,3.912023005428147
13719,4.0943445622220995
11634,4.0943445622220995
12147,4.0943445622220995
10856,4.0943445622220995
16479,3.912023005428147
284,4.248495242049359
8306,5.886104031450156
7382,3.912023005428147
3838,3.912023005428147
4922,5.0751738152338275
6451,5.3471075307174685
8086,4.700480365792417
2058,5.521460917862246
3947,3.688879454113936
13855,4.499809670330264
11764,3.912023005428147
10249,5.010635294096256
5223,4.0943445622220995
13964,5.48063892334199
9563,3.912023005428147
10177,3.688879454113936
16597,4.0943445622220995
15925,4.0943445622220995
12458,4.0943445622220995
3718,4.382026634673881
10404,4.0943445622220995
3062,3.912023005428147
11735,4.0943445622220995
10427,3.688879454113936
9992,4.0943445622220995
4533,4.0943445622220995
14295,3.4011973816621555
3139,4.0943445622220995
12308,3.912023005428147
7125,2.9957322735539913
265,2.9957322735539913
12842,4.499809670330264
9154,3.688879454113936
16148,4.867534450455582
15723,4.0943445622220995
13200,4.248495242049359
13389,4.499809670330264
9507,4.605170185988092
746,4.605170185988092
15394,4.499809670330264
11180,4.248495242049359
11254,4.787491742782046
11484,4.605170185988092
12680,4.941642422609304
3870,3.912023005428147
4813,3.4011973816621555
5394,4.0943445622220995
4340,4.867534450455582
723,5.66988092298052
7108,3.912023005428147
744,4.700480365792417
16739,4.0943445622220995
3653,3.688879454113936
14654,5.598421958998375
1346,4.0943445622220995
2683,3.688879454113936
13344,3.912023005428147
1980,3.912023005428147
2044,4.382026634673881
14685,5.598421958998375
7368,4.867534450455582
12129,4.248495242049359
15428,4.700480365792417
6694,3.688879454113936
6460,5.703782474656202
5217,3.912023005428147
8694,3.912023005428147
2825,3.688879454113936
9027,4.605170185988092
831,5.521460917862246
2467,2.9957322735539913
16540,4.248495242049359
5805,3.912023005428147
1116,3.688879454113936
5560,3.688879454113936
3962,3.688879454113936
10756,4.700480365792417
5839,3.4011973816621555
971,3.688879454113936
31,5.991464547107983
740,4.605170185988092
7418,3.688879454113936
9811,4.700480365792417
12362,4.605170185988092
3654,3.688879454113936
14052,4.0943445622220995
8377,4.605170185988092
10022,3.912023005428147
914,3.912023005428147
991,3.688879454113936
14377,4.0943445622220995
14137,4.0943445622220995
3441,3.912023005428147
3314,5.4380793089231965
14260,6.23441072571837
15548,5.48063892334199
6810,3.912023005428147
3890,4.787491742782046
5110,4.0943445622220995
7444,4.248495242049359
10597,4.499809670330264
5052,4.700480365792417
4562,5.799092654460527
6459,5.634789603169249
7797,4.248495242049359
2622,4.248495242049359
13810,5.5606816310155285
11255,4.867534450455582
11942,4.382026634673881
2628,3.912023005428147
1733,4.0943445622220995
14525,4.0943445622220995
1474,3.688879454113936
4855,4.605170185988092
6820,4.0943445622220995
16145,5.010635294096256
15509,4.382026634673881
1229,3.912023005428147
15722,4.0943445622220995
5875,4.382026634673881
3825,3.688879454113936
13728,3.912023005428147
15240,3.688879454113936
1940,3.4011973816621555
16694,4.248495242049359
2431,3.688879454113936
3047,4.0943445622220995
14045,4.0943445622220995
2551,3.688879454113936
3863,3.912023005428147
9054,5.1929568508902095
15609,4.0943445622220995
5572,4.248495242049359
4011,6.620073206530356
10381,5.298317366548036
16386,4.0943445622220995
12522,3.912023005428147
3460,4.605170185988092
6179,3.912023005428147
16338,3.4011973816621555
5325,4.499809670330264
12462,3.912023005428147
1243,4.0943445622220995
848,4.0943445622220995
14484,3.4011973816621555
15511,4.248495242049359
10723,3.912023005428147
4105,3.912023005428147
7785,5.598421958998375
860,4.382026634673881
16323,3.912023005428147
11250,4.941642422609304
3559,3.688879454113936
4129,5.886104031450156
6119,4.248495242049359
13950,4.0943445622220995
13155,3.912023005428147
9735,3.912023005428147
7165,4.248495242049359
15387,4.499809670330264
9512,5.886104031450156
868,6.672032945461067
4745,4.248495242049359
10991,4.0943445622220995
8152,3.912023005428147
8238,4.605170185988092
633,3.912023005428147
10166,3.912023005428147
12435,3.912023005428147
6171,5.1929568508902095
4842,4.0943445622220995
14686,5.010635294096256
7407,4.0943445622220995
15354,3.912023005428147
1119,3.4011973816621555
29,4.605170185988092
14695,5.4380793089231965
12566,3.688879454113936
5560,3.688879454113936
247,4.0943445622220995
11807,4.0943445622220995
13196,3.912023005428147
2184,4.499809670330264
1341,2.9957322735539913
15383,4.248495242049359
11758,3.688879454113936
16515,4.382026634673881
15210,3.912023005428147
5060,4.700480365792417
15934,4.248495242049359
8313,3.912023005428147
12826,6.131226489483142
13922,5.0751738152338275
9775,4.499809670330264
7656,4.867534450455582
4596,4.382026634673881
8407,3.912023005428147
3311,5.598421958998375
474,3.912023005428147
9166,3.912023005428147
1209,3.4011973816621555
5400,3.912023005428147
13239,4.0943445622220995
15759,4.0943445622220995
7363,4.867534450455582
7241,2.9957322735539913
6548,3.912023005428147
16000,4.605170185988092
10337,4.605170185988092
13658,4.0943445622220995
6387,3.688879454113936
15414,5.886104031450156
9980,4.0943445622220995
4969,4.0943445622220995
5807,3.688879454113936
7031,5.886104031450156
11560,3.912023005428147
3515,3.912023005428147
8185,5.736572297479192
11865,4.0943445622220995
15337,2.9957322735539913
6177,4.0943445622220995
7054,5.247024072160486
15881,4.248495242049359
11587,4.0943445622220995
12881,3.912023005428147
6223,3.912023005428147
1923,3.912023005428147
12463,3.912023005428147
5574,4.248495242049359
3717,4.382026634673881
4025,5.634789603169249
9403,3.688879454113936
5046,4.605170185988092
14285,4.0943445622220995
12056,5.393627546352363
3151,5.1929568508902095
16292,4.867534450455582
7896,4.382026634673881
4818,4.248495242049359
1656,3.688879454113936
12087,6.579251212010101
14324,3.912023005428147
2766,4.499809670330264
7447,4.382026634673881
13237,4.248495242049359
2629,4.0943445622220995
3524,2.9957322735539913
12567,3.4011973816621555
12583,4.0943445622220995
2381,3.912023005428147
8810,4.382026634673881
7960,4.248495242049359
2817,3.688879454113936
7341,4.499809670330264
14266,4.700480365792417
13717,3.912023005428147
12527,3.912023005428147
1553,3.688879454113936
14625,3.912023005428147
14763,3.912023005428147
1538,3.912023005428147
11616,4.0943445622220995
11610,4.0943445622220995
10323,4.382026634673881
7066,5.3471075307174685
3482,4.382026634673881
6883,3.912023005428147
4255,4.248495242049359
4943,4.0943445622220995
1222,3.4011973816621555
4450,4.499809670330264
4823,3.912023005428147
4725,4.605170185988092
12503,3.4011973816621555
14292,4.0943445622220995
4811,3.688879454113936
10572,4.0943445622220995
3034,5.010635294096256
5778,4.248495242049359
13121,4.787491742782046
1318,6.0867747269123065
15508,4.0943445622220995
3681,3.688879454113936
14907,4.0943445622220995
13662,4.0943445622220995
14784,4.248495242049359
3598,3.912023005428147
9697,3.912023005428147
15040,4.248495242049359
10605,3.912023005428147
1275,4.248495242049359
2974,3.688879454113936
7758,5.886104031450156
11107,6.040254711277415
315,5.886104031450156
3776,4.382026634673881
10501,3.912023005428147
12855,4.0943445622220995
8490,4.499809670330264
2324,2.9957322735539913
10990,3.912023005428147
16472,3.688879454113936
7108,3.912023005428147
8466,5.135798437050261
3164,4.248495242049359
11453,3.4011973816621555
15296,3.4011973816621555
5175,3.912023005428147
11280,4.0943445622220995
8478,4.0943445622220995
6564,4.248495242049359
9570,4.0943445622220995
8946,4.605170185988092
7711,3.688879454113936
11171,4.0943445622220995
10400,3.912023005428147
10034,4.0943445622220995
5427,4.499809670330264
14243,4.0943445622220995
8124,3.912023005428147
9766,4.700480365792417
15531,4.0943445622220995
1799,3.912023005428147
2160,2.9957322735539913
952,3.688879454113936
11613,4.0943445622220995
360,3.688879454113936
16650,4.248495242049359
3166,4.248495242049359
5681,4.0943445622220995
13074,4.605170185988092
9340,4.605170185988092
15271,4.605170185988092
14726,3.912023005428147
9863,4.0943445622220995
6784,4.941642422609304
10639,5.48063892334199
7875,4.0943445622220995
7249,3.912023005428147
14141,3.688879454113936
11200,4.248495242049359
531,3.688879454113936
14508,3.912023005428147
3927,4.499809670330264
9277,3.688879454113936
888,5.521460917862246
5866,4.0943445622220995
15548,5.48063892334199
14540,4.499809670330264
4118,3.688879454113936
12430,4.0943445622220995
15851,4.248495242049359
6342,4.499809670330264
15512,4.248495242049359
14041,3.912023005428147
16547,3.912023005428147
10399,4.248495242049359
5927,5.736572297479192
4718,5.966146739123692
16141,4.787491742782046
6163,3.688879454113936
11105,4.700480365792417
1203,3.912023005428147
14486,3.4011973816621555
11581,4.0943445622220995
6094,4.248495242049359
13955,4.248495242049359
8159,3.912023005428147
7544,3.912023005428147
7097,3.688879454113936
2777,3.688879454113936
9621,4.248495242049359
9471,3.688879454113936
8036,5.799092654460527
5672,4.0943445622220995
2920,4.0943445622220995
9278,3.688879454113936
7614,4.0943445622220995
6648,5.010635294096256
2995,5.703782474656202
10702,3.912023005428147
10403,4.248495242049359
4529,3.912023005428147
12111,4.605170185988092
6361,4.787491742782046
9449,3.912023005428147
4603,4.700480365792417
9653,4.248495242049359
1864,4.499809670330264
10086,4.0943445622220995
6648,5.010635294096256
11072,5.66988092298052
2604,4.382026634673881
73,3.912023005428147
9672,4.248495242049359
15503,4.382026634673881
14375,4.0943445622220995
11906,4.0943445622220995
12913,4.248495242049359
8611,4.605170185988092
2895,4.867534450455582
15,4.605170185988092
15503,4.382026634673881
2626,4.382026634673881
930,3.688879454113936
10195,4.0943445622220995
7133,3.688879454113936
10058,4.0943445622220995
380,4.248495242049359
16273,5.010635294096256
15665,6.1527326947041034
532,3.912023005428147
14644,5.5606816310155285
4275,4.499809670330264
12192,4.700480365792417
13605,4.0943445622220995
10674,4.787491742782046
1348,3.688879454113936
6543,3.688879454113936
13427,4.0943445622220995
15579,3.912023005428147
5908,4.605170185988092
9654,4.248495242049359
1286,4.248495242049359
14872,4.0943445622220995
8704,3.912023005428147
1022,4.499809670330264
16560,4.0943445622220995
9461,4.382026634673881
10226,3.688879454113936
5072,4.248495242049359
6044,3.912023005428147
16374,4.382026634673881
7553,3.4011973816621555
15817,5.598421958998375
16384,4.382026634673881
15948,4.382026634673881
1367,3.912023005428147
10677,4.867534450455582
5666,3.688879454113936
16472,3.688879454113936
6854,3.912023005428147
11941,4.382026634673881
10746,4.382026634673881
16289,4.700480365792417
8844,4.0943445622220995
805,5.991464547107983
6991,3.912023005428147
12225,4.605170185988092
4047,4.499809670330264
15964,4.0943445622220995
11552,4.0943445622220995
7325,4.248495242049359
13614,4.499809670330264
3575,4.248495242049359
8643,4.0943445622220995
5148,5.5606816310155285
380,4.248495242049359
13753,3.912023005428147
16171,4.0943445622220995
1629,3.912023005428147
3348,4.248495242049359
13471,4.0943445622220995
16665,4.605170185988092
16377,4.787491742782046
9449,3.912023005428147
16443,4.248495242049359
3320,6.131226489483142
8721,3.688879454113936
8118,4.0943445622220995
15629,4.0943445622220995
13719,4.0943445622220995
6962,3.688879454113936
356,3.4011973816621555
2709,4.248495242049359
515,3.4011973816621555
6924,3.688879454113936
8049,5.48063892334199
10998,4.248495242049359
3591,4.0943445622220995
3175,4.605170185988092
12640,5.0751738152338275
7764,4.605170185988092
14289,3.912023005428147
11337,4.700480365792417
7798,4.248495242049359
10744,4.0943445622220995
3700,3.4011973816621555
4715,4.0943445622220995
3995,4.605170185988092
1639,3.688879454113936
6290,4.0943445622220995
2177,3.4011973816621555
16437,4.700480365792417
7179,4.867534450455582
16235,3.912023005428147
467,3.912023005428147
16093,4.0943445622220995
853,4.382026634673881
10675,4.867534450455582
9307,4.248495242049359
4000,5.703782474656202
3326,4.787491742782046
15830,4.499809670330264
3156,4.0943445622220995
3537,3.688879454113936
7237,4.0943445622220995
13577,3.912023005428147
1354,3.688879454113936
9437,2.9957322735539913
3494,3.912023005428147
15167,3.912023005428147
4671,4.0943445622220995
2322,3.4011973816621555
16552,4.0943445622220995
1514,3.688879454113936
5578,6.363028103540465
7848,3.688879454113936
15556,6.363028103540465
1969,2.9957322735539913
11346,5.135798437050261
12657,4.382026634673881
13325,5.247024072160486
7633,5.3471075307174685
8798,5.010635294096256
7792,4.499809670330264
51,3.912023005428147
1182,4.787491742782046
7428,3.688879454113936
3254,4.0943445622220995
11220,4.700480365792417
11362,4.499809670330264
9001,3.688879454113936
7203,4.0943445622220995
14450,3.912023005428147
14520,4.0943445622220995
16013,4.382026634673881
11514,4.499809670330264
13236,4.0943445622220995
11074,5.521460917862246
2709,4.248495242049359
7761,4.787491742782046
7074,4.867534450455582
10941,4.0943445622220995
11739,3.912023005428147
9459,4.248495242049359
2291,3.688879454113936
1500,3.4011973816621555
1378,3.912023005428147
13979,4.867534450455582
3030,4.787491742782046
9892,5.913503005638269
9603,3.4011973816621555
4692,3.912023005428147
2504,3.688879454113936
